StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,"Q1 ",Q2,Q3,QID49,QID50,QID51,QID52,QID54,QID55,QID71,QID56,QID57,QID58,QID59,QID60,QID61,QID62,QID63,QID64,QID65,QID72,QID66,QID67,QID68," "
2024-02-28 19:10:56,2024-02-28 19:14:28,IP Address,75.67.247.242,100,212,True,2024-02-28 19:14:28,R_3zYu2wiVsmSbi5X,,,,,42.2783,-71.1593,anonymous,EN,Female,24-29,2,,,,,,,,,,,,Cherry Tomato & Basil Crostini,Caesar Salad,Authentic Roasted Pumpkin Soup,Bacon Lettuce Tomato Wrap,Peanut Butter & Jam Açaí,Macchiato Iced Coffee,Mojito,Barbecue Chicken Pizza,Gnocchi Tomato Sauce,Staple Pad Thai Noodles,Classic Tiramisu
2024-02-28 19:16:05,2024-02-28 19:17:54,IP Address,24.63.179.110,100,109,True,2024-02-28 19:17:55,R_3WHCTTXU6HjdcyK,,,,,42.3388,-71.0726,anonymous,EN,Male,24-29,4,Garlic Bread,Pasta Salad,Bistro French Onion Soup,Mediterranean Veggie Sandwich,The Almond Butter Açaí Bowl,Black Coffee,Espresso Martini,Barbecue Chicken Pizza,One-Pan Chicken Alfredo Penne,Eggplant Noodles,Mini New York Cheesecake,,,,,,,,,,,
2024-02-28 19:17:32,2024-02-28 19:18:44,IP Address,111.125.208.246,100,71,True,2024-02-28 19:18:45,R_40wtjGt3Bkkpi6d,,,,,19.0748,72.8856,anonymous,EN,Female,24-29,2,,,,,,,,,,,,Cherry Tomato & Basil Crostini,Sun-Kissed Veggie Pasta Salad,Classic Tomato Soup,Mediterranean Veggie Sandwich,Tropical Mango Açaí,Bold Awakening Black Coffee,Dry Martini,Pepperoni & Cheese Pizza,One-Pan Chicken Alfredo Penne,Classic Ramen Noodles,Biscoff Banana Pudding
2024-02-28 19:12:30,2024-02-28 19:20:07,IP Address,122.162.148.113,100,457,True,2024-02-28 19:20:08,R_4ykC7aadOF8PzTu,,,,,28.6542,77.2373,anonymous,EN,Male,Above 40,3,,,,,,,,,,,,Classic Humus,Caesar Salad,Rustic Farmstand Veggie Soup,Original Grilled Chicken Sandwich,Tropical Mango Açaí,Macchiato Iced Coffee,Espresso Martini,Original New York Style Pizza,Creamy Crispy Pancetta & Aged Parmesan Pasta,Crispy Stir-Fried Noodles with Soy Glaze,Lemon Pudding
2024-02-28 19:22:40,2024-02-28 19:24:53,IP Address,152.58.37.158,100,132,True,2024-02-28 19:24:54,R_4J9GPx3AwK1u6rJ,,,,,23.0276,72.5871,anonymous,EN,Male,18-23,4,Classic Humus,Kale Salad with Cranberries,Bistro French Onion Soup,Classic Shawarma Wrap,Tropical Mango Açaí,Iced Latte,Mojito,Margherita,Pesto Pasta,Cold Noodles,Lemon Pudding,,,,,,,,,,,
2024-02-28 19:14:36,2024-02-28 19:27:33,IP Address,103.126.34.88,100,777,True,2024-02-28 19:27:34,R_4JsDKF48DGZANjl,,,,,28.652,77.1663,anonymous,EN,Female,Above 40,2,,,,,,,,,,,,Dumplings,Sun-Kissed Veggie Pasta Salad,Broccoli Cheddar Soup,Original Grilled Chicken Sandwich,Tropical Mango Açaí,Iced Latte,Mojito,Pepperoni & Cheese Pizza,One-Pan Chicken Alfredo Penne,Crispy Stir-Fried Noodles with Soy Glaze,Classic Tiramisu
2024-02-28 19:29:35,2024-02-28 19:32:39,IP Address,47.31.151.53,100,183,True,2024-02-28 19:32:40,R_49YV7XJMKCuFRhT,,,,,28.6542,77.2373,anonymous,EN,Female,24-29,1,,,,,,,,,,,,Cherry Tomato & Basil Crostini,Caesar Salad,Bistro French Onion Soup,Classic Shawarma Wrap,Peanut Butter & Jam Açaí,Iced Latte,Espresso Martini,Pepperoni & Cheese Pizza,One-Pan Chicken Alfredo Penne,Classic Ramen Noodles,Velvety Mini Cheesecake with a Graham Cracker Crust
2024-02-28 19:29:22,2024-02-28 19:33:53,IP Address,73.38.236.208,100,271,True,2024-02-28 19:33:53,R_1OazES8VZbM9k8F,,,,,42.2796,-71.1282,anonymous,EN,Male,24-29,2,,,,,,,,,,,,Stuffed Capsicum,Sun-Kissed Veggie Pasta Salad,Authentic Roasted Pumpkin Soup,Original Grilled Chicken Sandwich,Tropical Mango Açaí,Iced Matcha,Negroni,"Authentic Fresh Basil, Mozzarella, & Tomato Sauce",Pesto Pasta,Classic Ramen Noodles,Chocolate Mousse with Vanilla Ice-cream
2024-02-28 19:35:07,2024-02-28 19:37:55,IP Address,104.28.103.17,100,167,True,2024-02-28 19:37:55,R_5g6gKkHufoogGsw,,,,,41.85,-87.7165,anonymous,EN,Male,Above 40,3,Bruschetta,Kale Salad with Cranberries,Broccoli Cheddar Soup,Original Grilled Chicken Sandwich,Tropical Mango Açaí,Iced Latte,Mojito,Margherita,Gnocchi Tomato Sauce,Staple Pad Thai Noodles,Classic Tiramisu,,,,,,,,,,,
2024-02-28 19:35:47,2024-02-28 19:38:00,IP Address,103.126.34.88,100,132,True,2024-02-28 19:38:01,R_4kZjeQ78kH4bmbg,,,,,28.652,77.1663,anonymous,EN,Female,24-29,3,Dumplings,Caesar Salad,Classic Tomato Soup,Original Grilled Chicken Sandwich,Original Berry Açaí,Iced Latte,Mojito,Barbecue Chicken Pizza,One-Pan Chicken Alfredo Penne,Fried Noodles,Classic Tiramisu,,,,,,,,,,,
2024-02-28 19:34:40,2024-02-28 19:38:01,IP Address,98.215.100.22,100,200,True,2024-02-28 19:38:01,R_5frZpAY86hcpIMA,,,,,41.8719,-87.6589,anonymous,EN,Female,24-29,5,,,,,,,,,,,,Cherry Tomato & Basil Crostini,Caesar Salad,Broccoli Cheddar Soup,Mediterranean Veggie Sandwich,Tropical Mango Açaí,Iced Matcha,Mojito,"Authentic Fresh Basil, Mozzarella, & Tomato Sauce",Pesto Pasta,Classic Ramen Noodles,Classic Tiramisu
2024-02-28 19:35:12,2024-02-28 19:39:55,IP Address,1.38.121.58,100,283,True,2024-02-28 19:39:56,R_4hYBVhpsMh2hWgV,,,,,19.0748,72.8856,anonymous,EN,Female,18-23,2,Dumplings,Caesar Salad,Bistro French Onion Soup,Classic Shawarma Wrap,Original Berry Açaí,Iced Latte,Espresso Martini,Margherita,Pesto Pasta,Classic Ramen Noodles,Classic Tiramisu,,,,,,,,,,,
2024-02-28 19:38:55,2024-02-28 19:42:08,IP Address,172.59.188.93,100,192,True,2024-02-28 19:42:08,R_5MZBV4CGsY1hqxj,,,,,41.8825,-87.7185,anonymous,EN,Female,Above 40,3,Bruschetta,Kale Salad with Cranberries,Broccoli Cheddar Soup,Grilled Cheese,Original Berry Açaí,Macchiato Iced Coffee,Mojito,Barbecue Chicken Pizza,Pesto Pasta,Staple Pad Thai Noodles,Biscoff Banana Pudding,,,,,,,,,,,
2024-02-28 19:38:14,2024-02-28 19:43:03,IP Address,122.162.145.180,100,289,True,2024-02-28 19:43:04,R_4fD47TSdxA22hpW,,,,,28.652,77.1663,anonymous,EN,Male,Above 40,4,Dumplings,Kale Salad with Cranberries,Broccoli Cheddar Soup,Original Grilled Chicken Sandwich,Green Smoothie Bowl,Iced Latte,Whiskey Sour,Margherita,One-Pan Chicken Alfredo Penne,Staple Pad Thai Noodles,Chocolate Mousse with Vanilla Ice-cream,,,,,,,,,,,
2024-02-28 19:40:51,2024-02-28 19:45:03,IP Address,98.215.100.22,100,252,True,2024-02-28 19:45:04,R_7tLNemEYdLppYxx,,,,,41.8719,-87.6589,anonymous,EN,Female,24-29,5,,,,,,,,,,,,Cherry Tomato & Basil Crostini,Sun-Kissed Veggie Pasta Salad,Broccoli Cheddar Soup,Classic Shawarma Wrap,Vibrant Green Energy Smoothie Bowl,Iced Matcha,Mojito,"Authentic Fresh Basil, Mozzarella, & Tomato Sauce",Creamy Crispy Pancetta & Aged Parmesan Pasta,Staple Pad Thai Noodles,Classic Tiramisu
2024-02-28 19:44:29,2024-02-28 19:47:41,IP Address,49.37.45.83,100,191,True,2024-02-28 19:47:41,R_4SfwPh595YqgPXc,,,,,22.518,88.3832,anonymous,EN,Male,Above 40,3,,,,,,,,,,,,Cherry Tomato & Basil Crostini,Sun-Kissed Veggie Pasta Salad,Bistro French Onion Soup,Original Grilled Chicken Sandwich,Tropical Mango Açaí,Traditional Vietnamese Coffee,Mojito,"Authentic Fresh Basil, Mozzarella, & Tomato Sauce",Pesto Pasta,Staple Pad Thai Noodles,Classic Tiramisu
2024-02-28 19:45:31,2024-02-28 19:47:46,IP Address,103.57.172.73,100,134,True,2024-02-28 19:47:46,R_4YgBDdQMoSJ6IZH,,,,,18.6161,73.7286,anonymous,EN,Female,18-23,2,Garlic Bread,Pasta Salad,Bistro French Onion Soup,Original Grilled Chicken Sandwich,Tropical Mango Açaí,Macchiato Iced Coffee,Mojito,Barbecue Chicken Pizza,One-Pan Chicken Alfredo Penne,Classic Ramen Noodles,Chocolate Mousse with Vanilla Ice-cream,,,,,,,,,,,
2024-02-28 19:46:36,2024-02-28 19:49:30,IP Address,152.59.76.165,100,174,True,2024-02-28 19:49:31,R_4HqAdkLVcGBwvBR,,,,,26.9525,75.7105,anonymous,EN,Male,24-29,3,Classic Humus,Caesar Salad,Broccoli Cheddar Soup,Classic Shawarma Wrap,The Almond Butter Açaí Bowl,Iced Latte,Espresso Martini,Pepperoni & Cheese Pizza,Traditional Macaroni & Cheese,Classic Ramen Noodles,Classic Tiramisu,,,,,,,,,,,
2024-02-28 19:48:33,2024-02-28 19:49:57,IP Address,122.173.220.125,100,84,True,2024-02-28 19:49:58,R_4EyvXoR8DCr7Iyt,,,,,17.3724,78.4378,anonymous,EN,Female,24-29,4,,,,,,,,,,,,Classic Humus,Sun-Kissed Veggie Pasta Salad,Rustic Farmstand Veggie Soup,Mediterranean Veggie Sandwich,Vibrant Green Energy Smoothie Bowl,Iced Matcha,Mojito,Hawaiian Pizza,Gnocchi Tomato Sauce,Classic Ramen Noodles,Chocolate Mousse with Vanilla Ice-cream
2024-02-28 19:47:12,2024-02-28 19:50:30,IP Address,49.207.193.9,100,198,True,2024-02-28 19:50:30,R_41hEtT1ZNPoj4Sl,,,,,12.9634,77.5855,anonymous,EN,Male,24-29,3,Garlic Bread,Caesar Salad,Broccoli Cheddar Soup,Original Grilled Chicken Sandwich,Original Berry Açaí,Iced Latte,Whiskey Sour,Barbecue Chicken Pizza,One-Pan Chicken Alfredo Penne,Classic Ramen Noodles,Classic Tiramisu,,,,,,,,,,,
2024-02-28 19:50:36,2024-02-28 19:54:36,IP Address,27.63.196.55,100,240,True,2024-02-28 19:54:37,R_4QEuW6qm1D7unHd,,,,,11.0808,76.0702,anonymous,EN,Male,Above 40,5,,,,,,,,,,,,Garlic Bread,Caesar Salad,Rustic Farmstand Veggie Soup,Original Grilled Chicken Sandwich,Vibrant Green Energy Smoothie Bowl,Bold Awakening Black Coffee,Whiskey Sour,Pepperoni & Cheese Pizza,One-Pan Chicken Alfredo Penne,Staple Pad Thai Noodles,Chocolate Mousse with Vanilla Ice-cream
2024-02-28 19:53:42,2024-02-28 19:56:52,IP Address,122.173.26.188,100,189,True,2024-02-28 19:56:52,R_4e3xNJa8u54z6GB,,,,,30.7339,76.7889,anonymous,EN,Female,36-40,3,Garlic Bread,Caesar Salad,Slow-Cooker Vegetable Soup,Original Grilled Chicken Sandwich,Green Smoothie Bowl,Iced Matcha,Mojito,Original New York Style Pizza,Gnocchi Tomato Sauce,Staple Pad Thai Noodles,Lemon Pudding,,,,,,,,,,,
2024-02-28 20:05:46,2024-02-28 20:07:23,IP Address,67.243.138.22,100,97,True,2024-02-28 20:07:23,R_6YRHHlH6GXFAm2u,,,,,40.8,-73.9763,anonymous,EN,Female,18-23,4,Classic Humus,Pasta Salad,Authentic Roasted Pumpkin Soup,Grilled Cheese,The Almond Butter Açaí Bowl,Iced Latte,Espresso Martini,Margherita,Pesto Pasta,Classic Ramen Noodles,Classic Tiramisu,,,,,,,,,,,
2024-02-28 20:05:01,2024-02-28 20:08:27,IP Address,152.58.2.84,100,205,True,2024-02-28 20:08:27,R_4QVo5dGWUzO0Q3T,,,,,19.0748,72.8856,anonymous,EN,Female,18-23,4,,,,,,,,,,,,Garlic Bread,Sun-Kissed Veggie Pasta Salad,Bistro French Onion Soup,Mediterranean Veggie Sandwich,Tropical Mango Açaí,Iced Matcha,Espresso Martini,Original New York Style Pizza,Creamy Crispy Pancetta & Aged Parmesan Pasta,Classic Ramen Noodles,Classic Tiramisu
2024-02-28 19:53:22,2024-02-28 20:10:37,IP Address,106.222.73.1,100,1034,True,2024-02-28 20:10:37,R_4wwHCy0ba7Hhm7L,,,,,23.0276,72.5871,anonymous,EN,Male,Above 40,4,Dumplings,Tomato Couscous Salad,Bistro French Onion Soup,Mediterranean Veggie Sandwich,Green Smoothie Bowl,Iced Latte,Mojito,Margherita,Spaghetti Carbonara,Classic Ramen Noodles,Lemon Pudding,,,,,,,,,,,
2024-02-28 20:05:19,2024-02-28 20:10:39,IP Address,1.187.0.15,100,319,True,2024-02-28 20:10:39,R_4OHtAuOl73Gckft,,,,,18.6161,73.7286,anonymous,EN,Male,18-23,3,,,,,,,,,,,,Garlic Bread,Caesar Salad,Authentic Roasted Pumpkin Soup,Bacon Lettuce Tomato Wrap,Tropical Mango Açaí,Iced Matcha,Mojito,Hawaiian Pizza,Creamy Crispy Pancetta & Aged Parmesan Pasta,Classic Ramen Noodles,Velvety Mini Cheesecake with a Graham Cracker Crust
2024-02-28 20:15:03,2024-02-28 20:17:25,IP Address,49.43.26.17,100,142,True,2024-02-28 20:17:26,R_4LmCGUzS0F33Yzv,,,,,19.0748,72.8856,anonymous,EN,Male,18-23,5,Bruschetta,Caesar Salad,Broccoli Cheddar Soup,Bacon Lettuce Tomato Wrap,Tropical Mango Açaí,Iced Latte,Mojito,Pepperoni & Cheese Pizza,One-Pan Chicken Alfredo Penne,Fried Noodles,Biscoff Banana Pudding,,,,,,,,,,,
2024-02-28 20:15:42,2024-02-28 20:18:41,IP Address,49.36.113.200,100,179,True,2024-02-28 20:18:42,R_4ptZe5T64rnph0v,,,,,19.0748,72.8856,anonymous,EN,Male,18-23,5,,,,,,,,,,,,Garlic Bread,Classic Potato Salad,Classic Tomato Soup,Classic Shawarma Wrap,Peanut Butter & Jam Açaí,Macchiato Iced Coffee,Espresso Martini,Barbecue Chicken Pizza,Pesto Pasta,Classic Ramen Noodles,Classic Tiramisu
2024-02-28 20:15:15,2024-02-28 20:18:53,IP Address,106.194.242.83,100,218,True,2024-02-28 20:18:55,R_4yeWDNmYK5CXOge,,,,,19.0748,72.8856,anonymous,EN,Male,18-23,5,Bruschetta,Pasta Salad,Classic Tomato Soup,Grilled Cheese,The Almond Butter Açaí Bowl,Black Coffee,Mojito,Hawaiian Pizza,Pesto Pasta,Staple Pad Thai Noodles,Classic Tiramisu,,,,,,,,,,,
2024-02-28 20:17:06,2024-02-28 20:19:46,IP Address,152.58.231.74,100,159,True,2024-02-28 20:19:46,R_4u9srNfxL6hd6y5,,,,,12.9634,77.5855,anonymous,EN,Male,18-23,3,,,,,,,,,,,,Garlic Bread,Sun-Kissed Veggie Pasta Salad,Broccoli Cheddar Soup,Classic Shawarma Wrap,Vibrant Green Energy Smoothie Bowl,Iced Latte,Espresso Martini,Barbecue Chicken Pizza,Creamy Crispy Pancetta & Aged Parmesan Pasta,Classic Ramen Noodles,Chocolate Mousse with Vanilla Ice-cream
2024-02-28 20:17:45,2024-02-28 20:20:47,IP Address,152.58.106.90,100,181,True,2024-02-28 20:20:47,R_45Ttf7FPXdiRjF6,,,,,31.0048,75.9463,anonymous,EN,Female,18-23,1,,,,,,,,,,,,Garlic Bread,Caesar Salad,Rustic Farmstand Veggie Soup,Mediterranean Veggie Sandwich,The Almond Butter Açaí Bowl,Iced Latte,Mojito,"Authentic Fresh Basil, Mozzarella, & Tomato Sauce",Pesto Pasta,Classic Ramen Noodles,Velvety Mini Cheesecake with a Graham Cracker Crust
2024-02-28 20:22:15,2024-02-28 20:23:14,IP Address,122.161.53.232,100,59,True,2024-02-28 20:23:15,R_4uksyzCQEBNZUS5,,,,,28.6145,77.3063,anonymous,EN,Male,18-23,5,,,,,,,,,,,,Stuffed Capsicum,Tomato Couscous Salad,Bistro French Onion Soup,Bacon Lettuce Tomato Wrap,Tropical Mango Açaí,Iced Latte,Espresso Martini,Hawaiian Pizza,Creamy Crispy Pancetta & Aged Parmesan Pasta,Crispy Stir-Fried Noodles with Soy Glaze,Classic Tiramisu
2024-02-28 20:20:23,2024-02-28 20:23:25,IP Address,103.81.182.0,100,181,True,2024-02-28 20:23:25,R_4lPpd4FvnYnffHz,,,,,28.8984,78.4741,anonymous,EN,Male,Above 40,3,,,,,,,,,,,,Dumplings,Caesar Salad,Classic Tomato Soup,Original Grilled Chicken Sandwich,Peanut Butter & Jam Açaí,Bold Awakening Black Coffee,Whiskey Sour,Barbecue Chicken Pizza,One-Pan Chicken Alfredo Penne,Classic Ramen Noodles,Lemon Pudding
2024-02-28 20:23:48,2024-02-28 20:26:08,IP Address,110.235.235.47,100,140,True,2024-02-28 20:26:09,R_4qyOz9VAfhdO0Df,,,,,28.6542,77.2373,anonymous,EN,Female,18-23,4,Garlic Bread,Pasta Salad,Classic Tomato Soup,Original Grilled Chicken Sandwich,Tropical Mango Açaí,Macchiato Iced Coffee,Mojito,Barbecue Chicken Pizza,Spaghetti Carbonara,Fried Noodles,Chocolate Mousse with Vanilla Ice-cream,,,,,,,,,,,
2024-02-28 20:25:21,2024-02-28 20:29:31,IP Address,106.221.220.223,100,250,True,2024-02-28 20:29:32,R_47cZnjaJYpAgwru,,,,,19.0748,72.8856,anonymous,EN,Male,Above 40,2,Garlic Bread,Kale Salad with Cranberries,Broccoli Cheddar Soup,Original Grilled Chicken Sandwich,Tropical Mango Açaí,Black Coffee,Whiskey Sour,Barbecue Chicken Pizza,Spaghetti Carbonara,Staple Pad Thai Noodles,Lemon Pudding,,,,,,,,,,,
2024-02-28 20:32:16,2024-02-28 20:35:09,IP Address,27.59.114.135,100,173,True,2024-02-28 20:35:10,R_4q8NrfVls69cble,,,,,12.9634,77.5855,anonymous,EN,Male,24-29,3,,,,,,,,,,,,Classic Humus,Tomato Couscous Salad,Bistro French Onion Soup,Classic Shawarma Wrap,The Almond Butter Açaí Bowl,Traditional Vietnamese Coffee,Mojito,Original New York Style Pizza,Gnocchi Tomato Sauce,Staple Pad Thai Noodles,Classic Tiramisu
2024-02-28 20:33:25,2024-02-28 20:38:43,IP Address,1.38.140.247,100,317,True,2024-02-28 20:38:43,R_4oAzpfJUONVzMBt,,,,,19.0748,72.8856,anonymous,EN,Male,Above 40,2,,,,,,,,,,,,Classic Humus,Caesar Salad,Bistro French Onion Soup,Original Grilled Chicken Sandwich,Tropical Mango Açaí,Traditional Vietnamese Coffee,Mojito,"Authentic Fresh Basil, Mozzarella, & Tomato Sauce",Traditional Macaroni & Cheese,Crispy Stir-Fried Noodles with Soy Glaze,Chocolate Mousse with Vanilla Ice-cream
2024-02-28 20:36:36,2024-02-28 20:40:16,IP Address,223.225.75.220,100,220,True,2024-02-28 20:40:17,R_4injn8kq9a7Xn75,,,,,28.6542,77.2373,anonymous,EN,Male,18-23,3,,,,,,,,,,,,Garlic Bread,Sun-Kissed Veggie Pasta Salad,Broccoli Cheddar Soup,Classic Shawarma Wrap,Peanut Butter & Jam Açaí,Iced Matcha,Mojito,Original New York Style Pizza,One-Pan Chicken Alfredo Penne,Classic Ramen Noodles,Chocolate Mousse with Vanilla Ice-cream
2024-02-28 20:34:05,2024-02-28 20:42:11,IP Address,106.215.166.179,100,486,True,2024-02-28 20:42:12,R_4mObv6kxxn0UwtC,,,,,28.652,77.1663,anonymous,EN,Male,24-29,2,,,,,,,,,,,,Stuffed Capsicum,Sun-Kissed Veggie Pasta Salad,Classic Tomato Soup,Classic Shawarma Wrap,Tropical Mango Açaí,Iced Latte,Mojito,"Authentic Fresh Basil, Mozzarella, & Tomato Sauce",Traditional Macaroni & Cheese,Crispy Stir-Fried Noodles with Soy Glaze,Biscoff Banana Pudding
2024-02-28 20:43:38,2024-02-28 20:45:42,IP Address,103.187.132.192,100,124,True,2024-02-28 20:45:43,R_4wnPBIucakWvpCo,,,,,30.3275,78.0325,anonymous,EN,Male,18-23,1,Garlic Bread,Caesar Salad,Classic Tomato Soup,Classic Shawarma Wrap,Peanut Butter & Jam Açaí,Iced Latte,Whiskey Sour,Hawaiian Pizza,Spaghetti Carbonara,Fried Noodles,Classic Tiramisu,,,,,,,,,,,
2024-02-28 20:43:05,2024-02-28 20:45:54,IP Address,103.245.105.34,100,168,True,2024-02-28 20:45:54,R_4feHnr9K4wvYhrf,,,,,19.1963,72.9675,anonymous,EN,Male,18-23,3,Garlic Bread,Pasta Salad,Classic Tomato Soup,Classic Shawarma Wrap,Tropical Mango Açaí,Iced Latte,Whiskey Sour,Pepperoni & Cheese Pizza,Pesto Pasta,Classic Ramen Noodles,Chocolate Mousse with Vanilla Ice-cream,,,,,,,,,,,
2024-02-28 20:48:34,2024-02-28 20:50:46,IP Address,49.37.161.86,100,132,True,2024-02-28 20:50:47,R_4wcsohOL68SiGox,,,,,12.9634,77.5855,anonymous,EN,Female,24-29,2,Classic Humus,Caesar Salad,Broccoli Cheddar Soup,Grilled Cheese,The Almond Butter Açaí Bowl,Black Coffee,Whiskey Sour,Margherita,Traditional Macaroni & Cheese,Cold Noodles,Mini New York Cheesecake,,,,,,,,,,,
2024-02-28 20:54:19,2024-02-28 20:56:41,IP Address,172.58.88.36,100,142,True,2024-02-28 20:56:42,R_7CjQL9BsuUjtWcQ,,,,,37.7183,-122.4103,anonymous,EN,Male,24-29,5,Garlic Bread,Pasta Salad,Classic Tomato Soup,Classic Shawarma Wrap,Tropical Mango Açaí,Traditional Vietnamese Coffee,Mojito,Margherita,Pesto Pasta,Classic Ramen Noodles,Mini New York Cheesecake,,,,,,,,,,,
2024-02-28 20:56:48,2024-02-28 20:58:35,IP Address,122.177.110.115,100,106,True,2024-02-28 20:58:35,R_4JwkhmROVaHaypN,,,,,28.652,77.1663,anonymous,EN,Male,Above 40,3,,,,,,,,,,,,Stuffed Capsicum,Sun-Kissed Veggie Pasta Salad,Rustic Farmstand Veggie Soup,Original Grilled Chicken Sandwich,The Almond Butter Açaí Bowl,Macchiato Iced Coffee,Dry Martini,Hawaiian Pizza,Pesto Pasta,Cold Noodles,Biscoff Banana Pudding
2024-02-28 20:44:43,2024-02-28 20:58:59,IP Address,106.222.199.139,100,855,True,2024-02-28 20:58:59,R_4VmZHQ3jhFkBU1D,,,,,12.8996,80.2209,anonymous,EN,Male,24-29,2,Dumplings,Caesar Salad,Bistro French Onion Soup,Classic Shawarma Wrap,Tropical Mango Açaí,Black Coffee,Whiskey Sour,Pepperoni & Cheese Pizza,Spaghetti Carbonara,Classic Ramen Noodles,Mini New York Cheesecake,,,,,,,,,,,
2024-02-28 20:56:55,2024-02-28 21:00:13,IP Address,94.205.43.56,100,197,True,2024-02-28 21:00:14,R_4Kx3uFHRLHdfb1O,,,,,25.0731,55.298,anonymous,EN,Male,18-23,1,,,,,,,,,,,,Classic Humus,Classic Potato Salad,Bistro French Onion Soup,Original Grilled Chicken Sandwich,Tropical Mango Açaí,Iced Latte,Espresso Martini,Barbecue Chicken Pizza,One-Pan Chicken Alfredo Penne,Crispy Stir-Fried Noodles with Soy Glaze,Lemon Pudding
2024-02-28 20:58:31,2024-02-28 21:00:31,IP Address,152.58.31.234,100,120,True,2024-02-28 21:00:32,R_4jdLs17PiM3fweM,,,,,18.6161,73.7286,anonymous,EN,Male,30-36,3,,,,,,,,,,,,Garlic Bread,Kale Salad with Cranberries,Classic Tomato Soup,Mediterranean Veggie Sandwich,The Almond Butter Açaí Bowl,Iced Latte,Dry Martini,Hawaiian Pizza,Pesto Pasta,Cold Noodles,Chocolate Mousse with Vanilla Ice-cream
2024-02-28 20:56:44,2024-02-28 21:00:57,IP Address,103.80.118.34,100,252,True,2024-02-28 21:00:57,R_4jw8fn9Bncat5bH,,,,,19.0748,72.8856,anonymous,EN,Male,Above 40,3,,,,,,,,,,,,Classic Humus,Sun-Kissed Veggie Pasta Salad,Broccoli Cheddar Soup,Original Grilled Chicken Sandwich,The Almond Butter Açaí Bowl,Bold Awakening Black Coffee,Whiskey Sour,Pepperoni & Cheese Pizza,Traditional Macaroni & Cheese,Classic Ramen Noodles,Lemon Pudding
2024-02-28 20:58:12,2024-02-28 21:03:49,IP Address,106.195.58.100,100,337,True,2024-02-28 21:03:50,R_4zeVyRodRuX5UKD,,,,,28.652,77.1663,anonymous,EN,Female,18-23,5,,,,,,,,,,,,Classic Humus,Caesar Salad,Bistro French Onion Soup,Mediterranean Veggie Sandwich,Peanut Butter & Jam Açaí,Traditional Vietnamese Coffee,Negroni,"Authentic Fresh Basil, Mozzarella, & Tomato Sauce",Gnocchi Tomato Sauce,Cold Noodles,Biscoff Banana Pudding
2024-02-28 21:03:46,2024-02-28 21:05:48,IP Address,42.111.160.118,100,121,True,2024-02-28 21:05:48,R_464di9ptBe1TLyN,,,,,12.8996,80.2209,anonymous,EN,Male,24-29,4,,,,,,,,,,,,Cherry Tomato & Basil Crostini,Sun-Kissed Veggie Pasta Salad,Bistro French Onion Soup,Mediterranean Veggie Sandwich,Peanut Butter & Jam Açaí,Macchiato Iced Coffee,Whiskey Sour,Pepperoni & Cheese Pizza,Creamy Crispy Pancetta & Aged Parmesan Pasta,Eggplant Noodles,Velvety Mini Cheesecake with a Graham Cracker Crust
2024-02-28 20:59:07,2024-02-28 21:08:14,IP Address,106.196.11.142,100,546,True,2024-02-28 21:08:14,R_4iDYiL3fnLSclKl,,,,,22.518,88.3832,anonymous,EN,Male,Above 40,3,Stuffed Capsicum,Tomato Couscous Salad,Classic Tomato Soup,Mediterranean Veggie Sandwich,The Almond Butter Açaí Bowl,Black Coffee,Mojito,Pepperoni & Cheese Pizza,Gnocchi Tomato Sauce,Staple Pad Thai Noodles,Chocolate Mousse with Vanilla Ice-cream,,,,,,,,,,,
2024-02-28 21:07:40,2024-02-28 21:10:00,IP Address,104.59.123.138,100,140,True,2024-02-28 21:10:01,R_5XV7FyeY5WUgJQR,,,,,37.4073,-121.939,anonymous,EN,Female,24-29,3,Bruschetta,Caesar Salad,Broccoli Cheddar Soup,Classic Shawarma Wrap,Tropical Mango Açaí,Iced Latte,Mojito,Barbecue Chicken Pizza,One-Pan Chicken Alfredo Penne,Fried Noodles,Classic Tiramisu,,,,,,,,,,,
2024-02-28 21:08:15,2024-02-28 21:12:48,IP Address,49.36.139.57,100,272,True,2024-02-28 21:12:48,R_4kFdkgJKxTmsAT2,,,,,28.6542,77.2373,anonymous,EN,Female,18-23,3,,,,,,,,,,,,Dumplings,Sun-Kissed Veggie Pasta Salad,Classic Tomato Soup,Original Grilled Chicken Sandwich,Original Berry Açaí,Iced Latte,Whiskey Sour,Barbecue Chicken Pizza,One-Pan Chicken Alfredo Penne,Classic Ramen Noodles,Classic Tiramisu
2024-02-28 21:10:12,2024-02-28 21:13:14,IP Address,106.194.104.44,100,182,True,2024-02-28 21:13:14,R_4QKQjksZUMxK10I,,,,,28.6542,77.2373,anonymous,EN,Female,18-23,4,,,,,,,,,,,,Dumplings,Classic Potato Salad,Rustic Farmstand Veggie Soup,Golden Crisp Grilled Cheese Delight,Tropical Mango Açaí,Iced Latte,Mojito,Original New York Style Pizza,Traditional Macaroni & Cheese,Staple Pad Thai Noodles,Chocolate Mousse with Vanilla Ice-cream
